mfcc_5_mean,mean_spectral_contrast,mfcc_3_std,mfcc_2_mean,std_spectral_bandwidth,mfcc_12_mean,mfcc_1_mean,mfcc_2_std,mfcc_10_mean,rms_energy,mfcc_10_std,mfcc_6_mean,mfcc_8_mean,mfcc_4_mean,mfcc_13_mean,mfcc_7_mean,mfcc_3_mean,mfcc_8_std,mfcc_11_mean,mfcc_5_std
-10.386429,518.4313584577209,34.324028,90.53227,378.2380912912072,-7.748046,-229.59879,35.46811,-2.9488523,0.0974371,11.517349,0.12662542,-10.2706375,22.576805,-1.2265729,-10.055335,7.611621,3.5857706284702595,-3.9561696,16.132437
-11.7368,481.90857205982735,37.963882,80.918335,457.9649936607664,-4.9603033,-242.35098,46.039143,-4.950418,0.099658325,14.944352,2.2758646,-11.958532,31.55305,4.4504066,-10.929965,5.920112,4.050039752891322,-1.6979465,21.871628
0.41216972,379.5628609056444,40.023163,69.57248,449.2507034123589,-0.25686076,-372.66806,45.160667,-6.0975747,0.042357445,17.737038,9.390687,-7.7956977,25.810608,-8.064194,0.6232275,5.6584897,5.000859926052718,-7.8652177,23.81214
-11.662047,476.15250835581907,45.624527,88.29162,470.26507768496447,-9.780418,-303.3545,41.929405,-5.1314726,0.087131724,10.015854,-9.630598,-13.29552,31.64297,-2.761938,-31.194864,-12.971812,4.0236876121289535,-11.992119,26.701946
-17.568037,464.71485172396393,36.196423,86.27166,458.6248761656192,4.6055017,-266.01608,44.807053,-1.561779,0.100378655,12.440482,7.957592,-3.506846,22.616844,-11.702958,-18.13805,-0.044597432,3.751465313714096,-12.515387,25.366243
-14.6006775,492.18581986174223,45.028244,98.69759,642.4333268954921,-3.188454,-282.5525,59.761738,-10.17873,0.1158998,12.091004,2.4073267,-6.8654766,21.230179,-7.366594,-4.3748817,-4.400326,4.008713010431154,-9.006166,23.242409
-25.991352,429.69611182423574,39.677364,76.60178,422.7692476520435,-11.694923,-246.40468,36.997295,-0.3973343,0.11462945,9.569937,-3.6924887,-2.4370887,36.24062,2.3366625,-24.508564,-15.215882,4.113936679143227,-7.5559893,30.283531
-16.656971,499.6878849846286,28.008106,99.223305,263.95202608313133,-9.207306,-223.23312,28.597612,-8.703977,0.10299627,11.4945,-5.340896,-9.404755,31.752928,-0.799582,-17.418465,-5.046107,3.367050638169851,0.48796654,17.912111
-12.251187,485.76992390705715,33.692554,92.665245,378.2698257943773,-2.9959748,-257.22427,36.79121,-9.846975,0.106895864,12.344796,1.3332227,-11.58271,33.626743,3.5281684,-15.648186,-5.2815804,4.016749307586919,1.1947993,25.329367
-10.566199,461.5732601834807,30.628027,86.23364,361.67680101428897,5.124259,-231.25441,42.77493,-10.8697605,0.10234967,16.58971,0.88996303,-21.386307,33.428192,-9.730164,-4.7799606,-18.701859,4.831163006978755,-7.378341,22.708656
-17.130442,450.42409693984297,23.575191,75.37358,439.6282771591824,-5.555101,-291.7594,42.42532,-7.0909386,0.09757697,9.660306,-4.5759716,-15.546405,39.85257,-0.97790474,-28.187048,-7.5620904,3.3874363462654173,2.8801508,21.26394
-12.179056,413.3100248120061,33.11885,92.85787,470.27525953859146,5.0482454,-256.36285,40.180622,0.9590761,0.11369298,9.911426,-0.002749991,1.3983169,27.90565,-9.3217,-20.950253,-7.90386,3.706339164188836,-7.422202,29.537127
-11.673857,465.6334833560985,34.551746,83.06782,571.4548698529488,-0.24404848,-287.35864,56.0404,-7.2511015,0.113077566,11.879285,-0.63336384,-8.187354,29.099699,-6.784746,-8.755235,-3.1320217,4.525318110365282,-3.5552485,21.251102
-9.791638,465.02214491934274,39.88635,92.48156,427.2880288510332,-5.709619,-296.11353,39.217686,3.011747,0.070447735,9.606025,13.272046,7.9094644,27.361662,1.1078036,-16.949795,-7.121047,4.024719120634383,-9.737202,28.855824
-8.509847,488.3932820312873,34.201775,107.30294,384.96385549459166,-11.83044,-236.40486,34.6793,-4.911771,0.074197724,9.1818495,2.674014,-8.337081,16.1365,-4.4033155,-13.19533,-6.4303007,3.5176726681145305,0.074140005,16.424622
-12.454083,487.4238885679082,35.39882,102.75684,475.7778747196626,-7.1257668,-254.05377,40.67659,-2.8729658,0.09129453,10.936138,9.343621,-9.131973,17.244165,0.6585061,-14.778525,-4.470515,3.8712749837747253,-2.5112936,29.309452
0.45751134,395.7020697579397,44.08502,75.97559,531.9393164546497,0.37541804,-394.1908,48.482285,0.019922128,0.034686238,12.008455,12.743644,-9.519312,20.511124,-10.013988,-1.9395205,-0.3309964,4.814326121068244,-5.293407,26.379427
-18.216637,521.9909342452929,36.72364,108.63801,514.4593089849658,-9.119725,-292.36835,45.517124,-4.5473676,0.08919941,12.269504,2.7869875,-14.924824,15.892919,-0.41171488,-23.252892,-1.5739331,3.6641685277836227,-8.031586,28.01581
-13.1461115,490.11627102448057,36.754898,97.01478,482.7859417825207,1.4375932,-225.82903,44.455956,3.5004728,0.11668486,9.8003845,5.844259,1.4331998,7.3654227,-14.716489,-17.73072,-10.814137,4.296892365419455,-16.60657,26.533552
-8.415671,488.8630313820433,47.302654,111.95447,616.5211231395848,-5.366762,-261.19656,56.211586,-4.448723,0.12532383,7.6162524,5.719912,-4.8792043,7.946655,-9.856688,-5.417695,-15.037197,3.829596910903287,-11.294484,28.434849
-14.807419,475.13552500573246,38.75425,74.4702,437.00472373840194,-7.3344364,-247.30289,37.10095,-1.2897485,0.11375032,10.076658,6.6118116,4.3798213,43.50125,3.0154607,-15.092723,8.480141,3.401350026092581,-10.083854,28.940804
-12.591076,488.97584839004867,29.843662,79.236244,409.8125964697177,-8.594502,-197.72264,37.273712,-6.7117333,0.113599166,11.3808775,-2.4422007,-10.223299,41.930454,-2.1598597,-14.19617,11.866495,3.832147439752286,-1.2180928,19.170021
-11.29655,462.79577792486594,34.534737,73.0745,448.45084368396937,-0.75753045,-248.04578,51.362022,-8.495256,0.083080254,13.343054,-0.938013,-8.333839,39.235703,2.2218997,-17.60472,8.227557,3.7131237523142158,-3.857425,27.595226
-0.9432933,418.8213209011458,35.25561,64.969955,473.2163353913825,1.3418539,-363.22284,45.462635,-8.0394945,0.037331793,18.08815,7.6252093,-11.126471,32.94315,-8.410672,0.28893498,3.442868,4.8874323524730245,-7.9863906,26.16939
-17.330309,470.86905230043436,37.164783,86.864655,444.5235747395656,-9.119907,-281.29044,42.062153,-7.0125628,0.09605757,10.3929205,-3.9818554,-16.861069,43.126106,-2.6870983,-28.627064,3.3138764,3.591848966757929,-10.395314,26.553633
-16.997742,463.57271495249523,33.85226,77.68515,519.4615265909673,3.6910775,-242.0653,48.719833,-3.0575202,0.11812197,10.708474,0.91537315,-1.0876373,30.139639,-10.049289,-16.900194,11.321314,3.684618976230785,-10.599109,26.589882
-10.63849,500.9050145638623,46.87005,72.40966,605.4282827600675,-1.955235,-264.20212,53.556877,-8.768071,0.12032978,10.851782,2.299054,-6.8154764,33.36306,-9.463478,-5.802999,16.934895,3.764115965269933,-9.050191,24.635557
-16.27711,441.25242242565986,41.649284,59.551586,400.0242842750968,-3.4294024,-283.6322,33.143032,-1.7416468,0.08083296,11.688136,7.1584673,7.0008984,41.61111,-1.8950933,-12.152911,9.657206,3.568285862987998,-8.926041,28.134315
-15.401022,511.6953692255314,40.56402,77.618546,404.36135068929167,-7.7075286,-206.41058,30.189373,-2.791499,0.11266363,12.895767,-2.6808097,-6.3556914,38.201008,-3.2360823,-15.07286,-1.9884994,3.204336748845227,-5.2475843,20.087152
-14.622927,427.0531844457781,47.885685,82.434906,424.1514073368305,1.2648227,-245.79169,36.754494,-1.3860649,0.07403843,14.082257,-0.43985173,-3.6238081,31.095257,0.225857,-14.404935,-18.58,3.499906141598657,-6.435908,21.582584
-7.5113435,478.2014717899678,45.43435,73.24905,400.10357574403054,0.3088157,-315.72452,36.184357,-10.119088,0.042254955,15.316759,5.3073406,-12.126597,42.492306,-10.11588,-5.526222,-15.149758,3.9816802985674276,-10.026908,22.953009
-13.407263,447.3552232782135,45.575535,81.05744,441.0803380333476,-6.9596987,-314.4765,39.212234,-3.903852,0.07669149,12.072235,-7.679302,-3.6090493,35.741096,0.0067179203,-26.570581,-6.979579,4.066828125210113,-6.0629706,23.781115
-19.146248,453.6081100086888,43.221584,76.50377,392.53020022849233,6.026574,-293.48193,32.323395,-1.8660085,0.0647044,8.908076,6.9978547,2.5390275,33.318024,-14.15192,-15.964901,-4.459644,3.426297053671792,-17.3154,31.828445
-12.5529785,474.64491909906826,44.84505,76.68464,580.6163810630154,-1.5334399,-265.2663,50.501236,-7.3026485,0.113606796,10.901056,-0.6627241,-2.2187417,25.61621,-10.84017,-4.1214185,-3.4313385,3.5867617707341535,-13.152291,21.9856
-17.740498,434.40219751750794,47.074158,66.56693,402.3600294125623,-4.9210615,-275.5995,42.852425,-0.68710643,0.06293245,10.868193,2.9572356,6.2637506,43.024708,3.8157,-14.668211,-1.4294057,3.7263380147270593,-12.0077,29.821526
-9.787162,466.8319784125652,36.267345,73.374275,396.6848651803773,-2.0656304,-206.45386,52.0002,-2.573751,0.09240297,12.663033,-2.8117733,-4.7291913,34.151337,-4.8124995,-13.314229,22.062223,3.9794528518378,-3.621215,19.200407
-18.181437,407.2659915889514,44.26493,80.830605,480.8107444251566,-2.095868,-243.86446,58.598385,-6.889191,0.07024898,13.951494,-1.5929835,-4.9425187,35.97046,-3.4105365,-17.65446,-7.742298,3.831815235629192,-4.641721,29.148706
-0.40682563,358.62108680890174,36.658844,56.361694,436.20167782444094,0.9910674,-309.38852,52.224945,-6.276963,0.055786483,14.83311,10.2858925,-6.8016124,36.82724,-6.7138042,-2.4376795,12.03567,4.263080224438663,-5.833697,18.80408
-10.659602,439.0041278027983,41.47324,80.81665,454.1077910322456,-7.71186,-269.88596,48.598373,-2.3113654,0.08545148,10.766179,-7.6380925,-10.224532,36.400917,-2.1192803,-26.594078,0.23548956,3.7557883326939496,-9.568739,24.088472
-17.471529,427.69686279782803,34.89969,78.93314,533.6155256715884,3.0832913,-254.8139,56.350304,-2.2074943,0.09165244,10.664216,-1.8434017,-3.2592204,24.578512,-8.949798,-15.138121,8.418357,3.5520374434963378,-12.162243,23.290106
-14.148951,415.1687332441062,41.01554,80.27293,578.3487721206591,-1.0869453,-269.05222,68.558044,-6.7522044,0.097247,11.305663,4.5501046,-4.893646,27.762394,-7.9931083,-3.6890497,9.379511,3.9345725307839987,-7.845442,22.243866
-18.998875,476.20528196466546,36.209522,68.05801,424.1518625962609,-8.19567,-282.31985,34.523827,-1.995964,0.070627846,9.62502,5.7735353,2.9968858,41.93059,-0.17234774,-20.04848,-2.7301397,4.068988203472701,-14.332016,31.838337
-13.295707,512.5649174022359,28.994568,85.96449,424.24590401597817,-10.151948,-219.72906,40.21857,0.6696084,0.10505427,9.888968,-4.790335,-10.866871,34.64854,-2.7539144,-12.85504,13.285915,4.0078547877886,-1.1418656,24.5063
-29.56843,465.90362499186074,37.374634,88.225494,422.116760898016,-3.8914886,-215.02196,36.145428,-3.7073693,0.091561094,11.508802,3.2524395,-16.948776,34.377853,-0.24811047,-20.566355,-17.136559,3.65703554809083,-8.505124,27.949682
-6.9692965,507.4845403092847,34.895332,80.17987,419.60907435835776,-3.4180288,-229.52939,37.408733,-13.182268,0.08998657,14.889938,7.4181023,-22.993423,35.569275,-11.668422,-3.2104688,-3.578865,4.347412333791217,-13.767212,25.177578
-12.753043,471.0302626099339,33.690323,80.16665,454.375986822751,-8.649234,-273.06,40.351986,-6.1504564,0.1121961,11.154393,-6.363725,-12.566259,36.691162,-1.489175,-28.490059,-5.8374395,3.8260154207739414,-7.834072,25.115103
-14.006648,476.04032420501886,29.118532,88.72597,477.1490775651732,2.4872606,-234.85667,43.63485,1.5158743,0.11744214,8.965306,6.1132216,-3.311454,18.38861,-14.493982,-15.44745,5.75846,4.049127066418143,-17.092384,28.2805
-13.62876,510.24777059330216,36.278522,91.883354,593.9176718404128,-4.0708017,-251.84584,53.216675,-7.4280815,0.1485566,10.507286,4.4061627,-4.04736,18.29448,-11.289879,-5.170275,3.6199498,3.901988339295749,-7.55975,25.202534
-34.020016,485.74756318955684,33.82201,67.76684,282.58028464190573,-8.1226,-270.03494,34.39056,0.7630302,0.06648712,12.787648,3.5604005,11.80313,43.290302,1.3229499,-16.310513,-19.059282,3.6858796779059406,-10.2322,26.453465
-15.096843,526.0478087466741,29.102383,89.83703,306.03965406797704,-6.7985835,-207.37329,27.652737,-3.3514779,0.114293,10.107531,-4.587175,-7.1813607,40.054214,-1.9430062,-13.000687,-1.8223685,3.6364081179097596,-2.8548887,16.10965
-17.201794,454.299687202352,39.377953,95.88542,377.8234953066587,-5.363276,-233.38406,37.53779,-5.9346786,0.09869315,12.674789,-9.527306,-11.385191,32.36824,-1.6266603,-14.87434,-35.433636,3.810187659420465,-5.520027,22.149193
-18.889921,546.6882940649272,42.991066,89.0105,356.7702948295012,-4.0121303,-274.43362,40.07385,-11.655623,0.059516367,16.097395,-9.42161,-19.304035,37.015965,-8.238147,-7.9153914,-41.211006,4.237283209793747,-13.902652,20.421446
-21.569462,484.0133263443448,41.558235,89.71218,413.1300412532514,-9.812012,-275.91568,42.555508,-4.5952477,0.103736006,11.740086,-3.961023,-10.971363,33.71236,-2.9301612,-23.722048,-17.56124,3.928135562833849,-5.757346,26.840279
-22.361206,543.1531071640434,32.51109,94.932274,360.6806407455856,1.4946197,-237.33313,34.257545,-5.2737145,0.118449844,10.297566,-1.323466,-2.2271035,18.889091,-16.526903,-18.86619,-16.574465,3.9321675956144087,-17.262802,20.906576
-14.627016,537.5659309126834,40.08002,101.72233,545.3367111356204,-5.833105,-284.87775,44.64418,-10.524935,0.112128556,10.36484,-0.12161459,-6.479142,23.22647,-10.835886,-4.3521476,-16.0487,3.4363113945042874,-9.147074,18.55726
-11.475178,454.8468193878133,48.849125,46.826263,437.9827512320501,-2.6588762,-291.94867,51.920143,0.21293075,0.052617695,11.712198,1.2374165,7.678799,31.249838,-3.5509226,-20.360764,-0.8927799,3.6171430715414066,-12.264393,27.178965
-9.387766,479.9909470169932,40.856506,59.202236,425.698195809716,-2.1359708,-196.3473,51.042175,2.1038218,0.09908432,11.972486,-3.937002,-3.235339,33.46194,-4.818609,-15.725867,24.47476,3.6580619185574212,-5.1613483,19.791832
-11.450123,424.10454089330443,47.04134,61.201305,444.40861853858127,-1.8307104,-251.51485,53.59841,-6.2676606,0.0761967,13.94024,-8.210084,-6.6108093,38.006634,-2.003945,-16.342005,-10.118053,4.228107378012059,-3.4321148,21.012018
1.98961,402.0915845020345,45.108963,46.975727,469.1581186263082,2.4579666,-362.8699,53.35235,-4.594942,0.04342916,17.282417,5.3434525,-5.7513466,33.79181,-5.19604,-5.601103,6.057631,4.560308651834873,-6.4545617,21.181759
-6.2608595,459.37920829746207,39.368786,64.12355,474.54109713849033,-5.080569,-279.91064,53.51611,-3.693111,0.080438584,10.885407,-7.6872716,-4.3836994,36.96533,-5.5293784,-24.134848,5.5723495,4.116331497826676,-12.57495,24.126326
-11.609172,446.4806143192004,43.09157,62.3146,498.7720883355537,3.0970821,-238.88612,58.55145,-2.6290715,0.10333211,11.284467,-3.856185,-0.23129965,27.55012,-9.919605,-21.491306,4.836656,4.108984911142897,-11.938849,24.18856
-8.289685,445.4191379888398,43.048107,55.698387,572.8982006749981,-0.15092458,-274.06952,67.86782,-8.44814,0.09679222,11.480845,-0.295613,-1.9852912,30.782587,-9.591179,-7.2574563,16.551989,4.186035833578112,-5.618849,22.193638
-17.947086,481.509121785466,40.99053,64.08959,440.97359242006377,-4.964833,-245.5238,39.695923,0.5280017,0.08031318,12.21799,5.309142,6.9989457,35.959675,-1.0340275,-18.306845,-2.4775405,3.496277877972516,-11.505962,27.41251
-10.282179,498.40750963816663,29.12102,77.30292,461.3867080405025,-5.711208,-222.85332,43.50961,2.3253007,0.095374644,9.507012,-2.9442682,-9.205061,34.641525,-3.5247133,-10.390409,23.078396,4.081308613667925,-6.742082,20.01204
-17.014568,447.064568854544,38.85119,71.95263,468.61248181318166,-0.63643897,-262.3243,42.94162,-4.65849,0.07272536,13.176426,-6.1611066,-9.114317,35.650623,-0.53283036,-20.872751,-0.7416543,4.207273107370141,-6.939175,24.713184
-11.020596,477.76837912221464,37.410496,66.219215,406.0744201709771,-2.5547256,-246.52846,49.85185,-14.547494,0.071562655,15.693028,-0.39543116,-19.084435,39.473568,-7.6379423,-10.102532,-4.2238917,4.377805386263761,-15.750648,23.189516
-15.665749,429.8538497956966,39.20391,86.94665,452.6866102627676,-5.1311874,-279.21915,45.98159,-0.5269921,0.09189107,11.788683,-2.9756744,-9.136889,31.664997,-4.749614,-23.070415,-4.5903344,3.7865193780040265,-11.742867,29.207012
-20.849628,464.39801521469633,30.483934,79.90482,476.1192321296452,4.339784,-228.60388,45.720222,0.60744566,0.112525724,10.267905,-1.3261828,-1.7036697,25.841242,-14.236455,-16.303255,2.7109785,3.846792300085878,-18.462078,24.134506
-12.901598,463.8848996716002,40.02329,71.467224,583.1865975539822,0.41022715,-274.90582,60.04264,-9.09712,0.09633531,10.654189,0.10420041,-3.320205,34.156494,-11.132142,-6.0047317,7.1352024,3.9215317160517777,-10.099701,24.082657
-12.877977,448.1069093565953,43.708584,62.232906,412.4677676858512,-3.753951,-258.7115,36.8922,1.3181605,0.08134838,11.719257,9.144741,5.849982,32.983738,0.97721523,-17.32186,-0.7408546,3.6484022530417337,-12.955248,27.723103
-3.8729448,517.120065835786,32.171474,88.20637,443.75612416009176,-5.8162465,-226.75513,36.76524,0.64768237,0.109047644,10.274507,-0.7879987,-9.71775,28.230152,0.14145984,-14.045026,13.848327,3.97189715375411,-4.14513,15.269885
-12.903206,453.2852514405703,42.88551,87.16875,474.077049781914,-0.8610907,-270.0401,40.99534,-1.9444801,0.073572464,12.547473,1.8763695,-9.256445,37.854805,1.7505133,-16.036999,-5.9856925,3.983486412679225,-5.437737,22.901884
-4.5563483,402.64920573290635,40.177773,61.395973,409.1955319364413,-0.9113808,-359.4174,48.321384,-10.635755,0.038464896,20.133455,13.083295,-8.334414,32.36738,-4.8110394,-5.1586957,1.25663,4.706639565549927,-6.066652,22.30141
-6.012166,433.6438170217358,39.50031,75.67622,505.9724765476075,-7.088183,-305.14658,44.05589,-1.3354528,0.09438303,11.241311,-9.059709,-12.057019,38.883003,-2.670111,-23.790743,-3.8087432,3.8638229773114605,-11.960726,24.697384
-14.724097,491.3533492797742,35.28491,78.26775,440.3391502950015,3.6923492,-224.59564,42.538372,-6.5802264,0.13178611,10.74501,2.6972356,3.076775,23.918201,-13.656013,-19.720678,0.36021405,3.7394654698231937,-16.349224,24.179846
-7.6907606,487.959559556203,47.590347,78.51564,642.4320697117643,-1.9698336,-272.52832,57.25258,-8.991014,0.12300126,12.282152,-1.4044629,-0.22644809,28.924252,-10.978952,-8.239711,5.45013,4.058606657462632,-8.757437,23.220467
-25.552534,540.0320604588312,42.774208,52.677757,407.838457850682,-4.153718,-232.9802,42.86719,6.0122986,0.108738914,9.750581,0.33221948,0.5827754,28.660734,-0.6207946,-18.831404,-15.567622,4.139306222061856,-7.138425,30.236563
-9.311205,512.7120194638778,29.645163,94.359505,527.9327348795132,-0.9130129,-212.02068,54.372173,-5.9011893,0.10762782,12.703832,5.0961504,-8.348151,12.815727,-6.419767,-13.83236,7.3642526,3.382981377424357,-0.25493795,19.430956
-9.97388,501.09978698820464,39.41875,72.25495,465.8691902124141,0.9562462,-253.9236,52.32192,-4.0664144,0.12000551,21.143694,7.2324414,-2.0681815,9.451924,3.5979912,-17.514372,-6.4086456,4.063081712198267,4.4199543,24.779556
3.4723618,434.1649058547703,43.980106,72.32873,464.9031533043181,3.4572272,-296.60385,61.253033,-5.6342597,0.075182974,15.503554,8.292379,-9.779562,11.504082,-7.942742,-2.7858243,4.932969,4.669422876544809,-3.6339688,19.288025
-11.431532,450.7469498861377,38.509636,69.112724,534.5322940628339,-3.6547825,-302.4191,57.762104,5.6693087,0.09739327,11.103345,-2.7002645,-7.354292,23.399254,-4.86729,-16.542963,0.21000627,4.0862501147139785,-7.5669336,31.932648
-11.638773,557.0912694053471,41.46367,77.727066,531.4300326793062,6.225118,-237.68625,69.84669,-0.20185797,0.136871,13.888184,5.8599243,4.283823,4.1560297,-8.791817,-23.91646,-7.571464,3.5365613242244223,-6.207453,24.618578
-12.664752,526.1645259305487,49.37684,89.28694,683.9481189031196,2.0292776,-302.5469,70.28706,-8.995297,0.11863494,12.136985,-0.14293991,-10.289228,19.878273,-8.326495,-3.7160666,-12.208272,4.15276979858022,-4.7771225,22.620005
-13.3507805,480.35387827193466,45.844326,50.487465,413.9655460424095,-1.4768251,-270.11246,52.677937,0.93342423,0.06904757,9.240912,4.2419004,10.623648,34.247208,1.1218288,-17.915306,-1.2375216,3.7058487556833724,-7.973181,23.923576
-10.9270315,490.83021721858444,33.17211,74.18259,352.387649899174,-4.378402,-211.90303,54.69436,-0.3799427,0.09833007,10.074606,2.9704862,-6.5485992,27.655994,-1.2493527,-17.645107,13.306482,3.5453281935527494,-3.8582642,19.835144
-10.376015,414.7702939690035,36.80392,69.63778,448.57512343344735,1.1012543,-255.68944,55.0056,-3.7426639,0.08872748,13.005124,-1.7891777,-10.098486,30.461134,0.3095273,-17.134928,-7.642337,4.002171910350678,-3.3458385,24.111225
-9.800769,425.8290191816614,40.12388,59.88519,382.13896460222696,0.99620414,-309.8092,59.0947,-6.2072744,0.044012427,17.030214,3.7822342,-18.358341,31.126778,-7.3266163,-8.038773,-9.46829,4.439415727322684,-11.778084,23.368158
